"TIME","TYPE","AMOUNT","CATEGORY","ACCOUNT","NOTES"
"Oct 01, 2023 1:03 PM","(-) Expense","278.00","Food","Primary","biryani"
"Oct 01, 2023 4:37 PM","(-) Expense","23.00","Food","Primary","samosa"
"Oct 01, 2023 9:01 PM","(-) Expense","129.50","Food","Primary","burger"
"Oct 02, 2023 8:20 AM","(-) Expense","13.00","Food","Primary","tea"
"Oct 02, 2023 8:47 AM","(-) Expense","53.00","Transportation","Metro","metro"
"Oct 02, 2023 10:04 AM","(-) Expense","10715.00","Home","Primary","rent share"
"Oct 02, 2023 1:06 PM","(-) Expense","52.00","Food","Primary","dosa"
"Oct 02, 2023 7:12 PM","(-) Expense","51.00","Transportation","Metro","metro"
"Oct 03, 2023 7:02 AM","(-) Expense","65.00","Sport","Primary","swimming"
"Oct 03, 2023 8:08 AM","(*) Transfer","489.00","-","Primary->Metro","metro card top-up"
"Oct 03, 2023 8:52 AM","(-) Expense","35.00","Transportation","Metro","metro"
"Oct 03, 2023 1:04 PM","(-) Expense","129.00","Food","Primary","thali"
"Oct 03, 2023 4:42 PM","(-) Expense","59.00","Food","Primary","fruit salad"
"Oct 03, 2023 7:13 PM","(-) Expense","37.00","Transportation","Metro","metro"
"Oct 04, 2023 8:19 AM","(-) Expense","10.50","Food","Primary","cutting chai"
"Oct 04, 2023 1:05 PM","(-) Expense","45.00","Food","Primary","idli"
"Oct 04, 2023 4:41 PM","(-) Expense","25.00","Food","Primary","water bottle"
"Oct 05, 2023 7:00 AM","(-) Expense","142.00","Sport","Primary","swimming"
"Oct 05, 2023 8:19 AM","(-) Expense","10.00","Food","Primary","tea"
"Oct 05, 2023 11:23 AM","(-) Expense","688.00","Bills","Primary","wifi"
"Oct 05, 2023 1:02 PM","(-) Expense","40.00","Food","Primary","idli"
"Oct 05, 2023 4:42 PM","(-) Expense","29.00","Food","Cash","egg puff"
"Oct 06, 2023 8:18 AM","(-) Expense","11.50","Food","Primary","tea"
"Oct 06, 2023 8:47 AM","(-) Expense","48.00","Transportation","Primary","metro"
"Oct 06, 2023 1:07 PM","(-) Expense","64.00","Food","Primary","idli"
"Oct 06, 2023 7:12 PM","(-) Expense","40.00","Transportation","Primary","metro"
"Oct 06, 2023 9:00 PM","(-) Expense","392.00","Food","Primary","outside dinner"
"Oct 07, 2023 7:00 AM","(-) Expense","351.00","Sport","Primary","badminton court"
"Oct 07, 2023 8:19 AM","(-) Expense","10.00","Food","Primary","tea"
"Oct 07, 2023 11:00 AM","(-) Expense","132.50","Ration","Primary","fruits"
"Oct 07, 2023 11:41 AM","(-) Expense","154.00","Ration","Primary","fruits"
"Oct 07, 2023 1:02 PM","(-) Expense","110.00","Food","Primary","burger"
"Oct 08, 2023 8:17 AM","(-) Expense","11.00","Food","Primary","tea"
"Oct 08, 2023 12:11 PM","(-) Expense","1129.00","Bills","Primary","electricity"
"Oct 08, 2023 3:31 PM","(-) Expense","228.00","Health","Primary","vitamins"
"Oct 08, 2023 4:39 PM","(-) Expense","64.00","Food","Primary","dosa"
"Oct 08, 2023 9:00 PM","(-) Expense","167.00","Food","Primary","biryani"
"Oct 09, 2023 1:07 PM","(-) Expense","93.00","Food","Primary","office cafeteria"
"Oct 09, 2023 4:38 PM","(-) Expense","31.00","Food","Primary","poha"
"Oct 10, 2023 8:21 AM","(-) Expense","25.50","Food","Primary","filter coffee"
"Oct 10, 2023 8:53 AM","(-) Expense","31.00","Transportation","Primary","bus"
"Oct 10, 2023 1:03 PM","(-) Expense","177.00","Food","Primary","thali"
"Oct 10, 2023 4:42 PM","(-) Expense","25.00","Food","Cash","water bottle"
"Oct 10, 2023 7:09 PM","(-) Expense","21.50","Transportation","Primary","bus"
"Oct 11, 2023 8:53 AM","(-) Expense","46.00","Transportation","Metro","metro"
"Oct 11, 2023 1:03 PM","(-) Expense","120.00","Food","Primary","thali"
"Oct 11, 2023 4:37 PM","(-) Expense","68.00","Food","Primary","dosa"
"Oct 11, 2023 7:13 PM","(-) Expense","56.00","Transportation","Metro","metro"
"Oct 12, 2023 7:00 AM","(-) Expense","293.00","Sport","Primary","badminton court"
"Oct 12, 2023 8:18 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"Oct 12, 2023 1:08 PM","(-) Expense","50.00","Food","Primary","idli"
"Oct 12, 2023 4:39 PM","(-) Expense","23.50","Food","Primary","filter coffee"
"Oct 12, 2023 6:31 PM","(-) Expense","327.00","Telephone","Primary","prepaid top-up"
"Oct 13, 2023 8:19 AM","(-) Expense","10.50","Food","Cash","cutting chai"
"Oct 13, 2023 8:50 AM","(-) Expense","17.00","Transportation","Primary","bus"
"Oct 13, 2023 1:07 PM","(-) Expense","108.50","Food","Primary","thali"
"Oct 13, 2023 7:07 PM","(-) Expense","21.00","Transportation","Primary","bus"
"Oct 14, 2023 7:00 AM","(-) Expense","61.00","Sport","Primary","swimming"
"Oct 14, 2023 8:17 AM","(-) Expense","11.50","Food","Primary","cutting chai"
"Oct 14, 2023 11:14 AM","(-) Expense","67.00","Ration","Primary","milk and curd"
"Oct 14, 2023 11:25 AM","(-) Expense","135.00","Ration","Primary","fruits"
"Oct 14, 2023 11:32 AM","(-) Expense","81.00","Ration","Primary","eggs pack"
"Oct 14, 2023 11:38 AM","(-) Expense","153.00","Ration","Primary","fruits"
"Oct 14, 2023 11:40 AM","(-) Expense","53.00","Ration","Primary","bread and butter"
"Oct 14, 2023 1:05 PM","(-) Expense","80.00","Food","Primary","burger"
"Oct 14, 2023 4:43 PM","(-) Expense","28.00","Food","Primary","water bottle"
"Oct 14, 2023 6:20 PM","(-) Expense","1880.00","Entertainment","Primary","concert ticket"
"Oct 15, 2023 8:21 AM","(-) Expense","30.00","Food","Primary","filter coffee"
"Oct 15, 2023 1:05 PM","(-) Expense","292.00","Food","Primary","weekend brunch"
"Oct 15, 2023 8:04 PM","(*) Transfer","8711.00","-","Primary->Credit","credit card payment"
"Oct 15, 2023 9:00 PM","(-) Expense","102.00","Food","Primary","lunch"
"Oct 16, 2023 8:18 AM","(-) Expense","12.00","Food","Primary","cutting chai"
"Oct 16, 2023 8:47 AM","(-) Expense","41.00","Transportation","Metro","metro"
"Oct 16, 2023 1:08 PM","(-) Expense","114.00","Food","Primary","office cafeteria"
"Oct 16, 2023 7:10 PM","(-) Expense","52.00","Transportation","Metro","metro"
"Oct 17, 2023 8:22 AM","(-) Expense","11.00","Food","Primary","tea"
"Oct 17, 2023 1:03 PM","(-) Expense","157.00","Food","Primary","lunch"
"Oct 18, 2023 8:10 AM","(*) Transfer","243.00","-","Primary->Metro","metro card top-up"
"Oct 18, 2023 8:22 AM","(-) Expense","32.00","Food","Primary","filter coffee"
"Oct 18, 2023 8:49 AM","(-) Expense","49.00","Transportation","Metro","metro"
"Oct 18, 2023 1:07 PM","(-) Expense","60.00","Food","Primary","idli"
"Oct 18, 2023 4:40 PM","(-) Expense","28.00","Food","Cash","egg puff"
"Oct 18, 2023 7:13 PM","(-) Expense","55.50","Transportation","Metro","metro"
"Oct 19, 2023 7:02 AM","(-) Expense","110.00","Sport","Primary","gym day pass"
"Oct 19, 2023 8:23 AM","(-) Expense","12.00","Food","Primary","tea"
"Oct 19, 2023 8:50 AM","(-) Expense","15.00","Transportation","Primary","bus"
"Oct 19, 2023 1:02 PM","(-) Expense","152.00","Food","Primary","thali"
"Oct 19, 2023 4:38 PM","(-) Expense","32.00","Food","Primary","juice"
"Oct 19, 2023 7:12 PM","(-) Expense","33.00","Transportation","Primary","bus"
"Oct 19, 2023 7:33 PM","(-) Expense","136.00","gift","Primary","return gift"
"Oct 20, 2023 8:19 AM","(-) Expense","22.00","Food","Primary","filter coffee"
"Oct 20, 2023 8:52 AM","(-) Expense","34.00","Transportation","Metro","metro"
"Oct 20, 2023 1:05 PM","(-) Expense","107.00","Food","Primary","office cafeteria"
"Oct 20, 2023 4:38 PM","(-) Expense","31.00","Food","Cash","filter coffee"
"Oct 20, 2023 5:43 PM","(*) Transfer","1766.00","-","Primary->Cash","atm cash"
"Oct 20, 2023 7:12 PM","(-) Expense","34.00","Transportation","Metro","metro"
"Oct 21, 2023 7:00 AM","(-) Expense","193.00","Sport","Primary","gym day pass"
"Oct 21, 2023 8:23 AM","(-) Expense","11.00","Food","Cash","cutting chai"
"Oct 21, 2023 1:03 PM","(-) Expense","599.00","Food","Primary","outside dinner"
"Oct 21, 2023 4:38 PM","(-) Expense","60.00","Food","Primary","fruit salad"
"Oct 22, 2023 8:23 AM","(-) Expense","12.00","Food","Primary","tea"
"Oct 22, 2023 11:06 AM","(-) Expense","87.00","Ration","Primary","bread and butter"
"Oct 22, 2023 11:33 AM","(-) Expense","80.00","Ration","Primary","eggs pack"
"Oct 22, 2023 9:00 PM","(-) Expense","144.00","Food","Primary","burger"
"Oct 23, 2023 8:22 AM","(-) Expense","11.50","Food","Cash","cutting chai"
"Oct 23, 2023 8:47 AM","(-) Expense","43.50","Transportation","Metro","metro"
"Oct 23, 2023 1:07 PM","(-) Expense","171.00","Food","Primary","thali"
"Oct 23, 2023 4:40 PM","(-) Expense","51.00","Food","Primary","fruit salad"
"Oct 23, 2023 7:13 PM","(-) Expense","56.00","Transportation","Metro","metro"
"Oct 24, 2023 7:00 AM","(-) Expense","300.50","Sport","Primary","badminton court"
"Oct 24, 2023 8:17 AM","(-) Expense","10.00","Food","Primary","cutting chai"
"Oct 24, 2023 8:50 AM","(-) Expense","39.00","Transportation","Metro","metro"
"Oct 24, 2023 1:03 PM","(-) Expense","50.00","Food","Primary","idli"
"Oct 24, 2023 7:13 PM","(-) Expense","31.00","Transportation","Metro","metro"
"Oct 25, 2023 8:20 AM","(-) Expense","20.00","Food","Cash","filter coffee"
"Oct 25, 2023 8:52 AM","(-) Expense","27.00","Transportation","Primary","bus"
"Oct 25, 2023 1:08 PM","(-) Expense","82.00","Food","Primary","dosa"
"Oct 25, 2023 3:27 PM","(-) Expense","428.00","Health","Primary","vitamins"
"Oct 25, 2023 7:10 PM","(-) Expense","35.00","Transportation","Primary","bus"
"Oct 25, 2023 9:00 PM","(-) Expense","554.00","Food","Primary","outside dinner"
"Oct 26, 2023 7:00 AM","(-) Expense","79.00","Sport","Primary","swimming"
"Oct 26, 2023 8:47 AM","(-) Expense","16.00","Transportation","Primary","bus"
"Oct 26, 2023 4:41 PM","(-) Expense","22.00","Food","Cash","filter coffee"
"Oct 26, 2023 7:10 PM","(-) Expense","29.00","Transportation","Primary","bus"
"Oct 27, 2023 8:17 AM","(-) Expense","10.00","Food","Cash","cutting chai"
"Oct 27, 2023 8:53 AM","(-) Expense","44.00","Transportation","Metro","metro"
"Oct 27, 2023 1:02 PM","(-) Expense","58.50","Food","Primary","dosa"
"Oct 27, 2023 4:38 PM","(-) Expense","30.00","Food","Cash","water bottle"
"Oct 27, 2023 7:07 PM","(-) Expense","42.00","Transportation","Metro","metro"
"Oct 28, 2023 8:17 AM","(-) Expense","14.00","Food","Cash","tea"
"Oct 28, 2023 1:04 PM","(-) Expense","148.50","Food","Primary","burger"
"Oct 28, 2023 4:39 PM","(-) Expense","24.00","Food","Primary","biscuit"
"Oct 28, 2023 6:20 PM","(-) Expense","212.50","Entertainment","Primary","movie"
"Oct 28, 2023 9:03 PM","(-) Expense","282.00","Food","Primary","weekend brunch"
"Oct 29, 2023 8:21 AM","(-) Expense","13.00","Food","Cash","tea"
"Oct 29, 2023 1:05 PM","(-) Expense","324.00","Food","Primary","outside dinner"
"Oct 29, 2023 4:42 PM","(-) Expense","38.00","Food","Primary","vada pav"
"Oct 30, 2023 8:23 AM","(-) Expense","14.00","Food","Cash","tea"
"Oct 30, 2023 1:03 PM","(-) Expense","89.00","Food","Primary","dosa"
"Oct 31, 2023 8:21 AM","(-) Expense","11.50","Food","Cash","tea"
"Oct 31, 2023 8:52 AM","(-) Expense","47.00","Transportation","Metro","metro"
"Oct 31, 2023 4:40 PM","(-) Expense","10.00","Food","Primary","cutting chai"
"Oct 31, 2023 7:08 PM","(-) Expense","56.50","Transportation","Metro","metro"
"Oct 31, 2023 9:00 PM","(-) Expense","333.00","Food","Primary","weekend brunch"
"Nov 01, 2023 8:22 AM","(-) Expense","12.00","Food","Primary","tea"
"Nov 01, 2023 8:52 AM","(-) Expense","53.50","Transportation","Primary","metro"
"Nov 01, 2023 9:13 AM","(+) Income","48000.00","Salary","Primary","monthly salary"
"Nov 01, 2023 9:43 AM","(*) Transfer","13420.50","-","Primary->Savings","monthly save"
"Nov 01, 2023 1:07 PM","(-) Expense","128.00","Food","Primary","office cafeteria"
"Nov 02, 2023 8:53 AM","(-) Expense","59.00","Transportation","Metro","metro"
"Nov 02, 2023 10:06 AM","(-) Expense","9783.00","Home","Primary","rent share"
"Nov 02, 2023 1:03 PM","(-) Expense","151.00","Food","Primary","thali"
"Nov 02, 2023 4:00 PM","(-) Expense","747.00","Shopping","Primary","t-shirt"
"Nov 02, 2023 7:00 PM","(-) Expense","1486.00","Shopping","Primary","diwali shopping"
"Nov 02, 2023 7:10 PM","(-) Expense","43.00","Transportation","Metro","metro"
"Nov 02, 2023 8:01 PM","(-) Expense","425.00","gift","Primary","diwali gift"
"Nov 03, 2023 8:13 AM","(*) Transfer","459.00","-","Primary->Metro","metro card top-up"
"Nov 03, 2023 8:23 AM","(-) Expense","14.00","Food","Primary","tea"
"Nov 03, 2023 8:48 AM","(-) Expense","52.00","Transportation","Metro","metro"
"Nov 03, 2023 1:05 PM","(-) Expense","155.00","Food","Primary","lunch"
"Nov 03, 2023 7:03 PM","(-) Expense","1482.00","Shopping","Primary","diwali shopping"
"Nov 03, 2023 7:07 PM","(-) Expense","38.50","Transportation","Metro","metro"
"Nov 03, 2023 8:00 PM","(-) Expense","457.00","gift","Primary","diwali gift"
"Nov 03, 2023 9:00 PM","(-) Expense","141.00","Food","Primary","thali"
"Nov 04, 2023 7:00 AM","(-) Expense","367.00","Sport","Primary","badminton court"
"Nov 04, 2023 8:17 AM","(-) Expense","10.00","Food","Primary","cutting chai"
"Nov 04, 2023 11:07 AM","(-) Expense","81.00","Ration","Primary","milk and curd"
"Nov 04, 2023 11:32 AM","(-) Expense","410.00","Ration","Primary","rice and dal"
"Nov 04, 2023 11:36 AM","(-) Expense","359.00","Ration","Primary","chicken"
"Nov 04, 2023 1:05 PM","(-) Expense","204.00","Food","Primary","thali"
"Nov 04, 2023 4:42 PM","(-) Expense","34.00","Food","Cash","poha"
"Nov 04, 2023 9:00 PM","(-) Expense","99.00","Food","Primary","burger"
"Nov 05, 2023 8:23 AM","(-) Expense","11.00","Food","Primary","tea"
"Nov 05, 2023 11:03 AM","(-) Expense","750.00","Ration","Primary","grocery restock"
"Nov 05, 2023 11:07 AM","(-) Expense","244.00","Ration","Primary","chicken"
"Nov 05, 2023 11:07 AM","(-) Expense","107.00","Ration","Primary","milk and curd"
"Nov 05, 2023 11:21 AM","(-) Expense","543.00","Bills","Primary","wifi"
"Nov 05, 2023 11:25 AM","(-) Expense","126.00","Ration","Primary","fruits"
"Nov 05, 2023 1:03 PM","(-) Expense","180.00","Food","Primary","burger"
"Nov 05, 2023 8:10 PM","(-) Expense","136.00","Social","Primary","festival sweets"
"Nov 05, 2023 9:00 PM","(-) Expense","159.00","Food","Primary","thali"
"Nov 06, 2023 8:49 AM","(-) Expense","21.00","Transportation","Primary","bus"
"Nov 06, 2023 1:08 PM","(-) Expense","65.00","Food","Primary","idli"
"Nov 06, 2023 4:37 PM","(-) Expense","36.00","Food","Primary","juice"
"Nov 06, 2023 7:07 PM","(-) Expense","34.00","Transportation","Primary","bus"
"Nov 07, 2023 8:17 AM","(-) Expense","10.50","Food","Primary","cutting chai"
"Nov 07, 2023 8:50 AM","(-) Expense","31.00","Transportation","Metro","metro"
"Nov 07, 2023 1:07 PM","(-) Expense","82.00","Food","Primary","lunch"
"Nov 07, 2023 7:09 PM","(-) Expense","51.00","Transportation","Metro","metro"
"Nov 07, 2023 9:01 PM","(-) Expense","388.00","Food","Primary","weekend brunch"
"Nov 08, 2023 8:21 AM","(-) Expense","20.50","Food","Primary","filter coffee"
"Nov 08, 2023 8:48 AM","(-) Expense","46.00","Transportation","Metro","metro"
"Nov 08, 2023 12:08 PM","(-) Expense","1286.00","Bills","Primary","electricity"
"Nov 08, 2023 1:05 PM","(-) Expense","171.50","Food","Primary","thali"
"Nov 08, 2023 3:31 PM","(-) Expense","394.00","Health","Primary","vitamins"
"Nov 08, 2023 4:40 PM","(-) Expense","26.00","Food","Primary","vada pav"
"Nov 08, 2023 7:09 PM","(-) Expense","45.00","Transportation","Metro","metro"
"Nov 09, 2023 7:02 AM","(-) Expense","103.50","Sport","Primary","swimming"
"Nov 09, 2023 8:22 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"Nov 09, 2023 8:53 AM","(-) Expense","50.00","Transportation","Primary","metro"
"Nov 09, 2023 4:40 PM","(-) Expense","66.00","Food","Primary","dosa"
"Nov 09, 2023 7:08 PM","(-) Expense","48.00","Transportation","Primary","metro"
"Nov 10, 2023 8:22 AM","(-) Expense","14.00","Food","Primary","tea"
"Nov 10, 2023 8:52 AM","(-) Expense","42.00","Transportation","Primary","metro"
"Nov 10, 2023 1:04 PM","(-) Expense","69.00","Food","Primary","dosa"
"Nov 10, 2023 4:41 PM","(-) Expense","47.00","Food","Primary","juice"
"Nov 10, 2023 7:09 PM","(-) Expense","48.50","Transportation","Primary","metro"
"Nov 10, 2023 9:03 PM","(-) Expense","188.00","Food","Primary","thali"
"Nov 11, 2023 11:03 AM","(-) Expense","707.00","Ration","Primary","grocery restock"
"Nov 11, 2023 11:20 AM","(-) Expense","423.00","Ration","Primary","rice and dal"
"Nov 11, 2023 11:27 AM","(-) Expense","281.00","Ration","Primary","chicken"
"Nov 11, 2023 1:08 PM","(-) Expense","112.00","Food","Primary","dinner"
"Nov 11, 2023 8:12 PM","(-) Expense","640.00","Social","Primary","friend birthday gift"
"Nov 11, 2023 9:00 PM","(-) Expense","125.00","Food","Primary","lunch"
"Nov 12, 2023 8:18 AM","(-) Expense","25.00","Food","Primary","filter coffee"
"Nov 12, 2023 11:05 AM","(-) Expense","208.00","Ration","Primary","weekly veggies"
"Nov 12, 2023 11:26 AM","(-) Expense","241.00","Ration","Primary","weekly veggies"
"Nov 12, 2023 11:34 AM","(-) Expense","88.00","Ration","Primary","milk and curd"
"Nov 12, 2023 11:35 AM","(-) Expense","339.00","Ration","Primary","weekly veggies"
"Nov 12, 2023 1:03 PM","(-) Expense","136.50","Food","Primary","office cafeteria"
"Nov 12, 2023 4:38 PM","(-) Expense","35.00","Food","Primary","vada pav"
"Nov 12, 2023 6:29 PM","(-) Expense","290.00","Telephone","Primary","prepaid top-up"
"Nov 13, 2023 8:19 AM","(-) Expense","10.00","Food","Primary","cutting chai"
"Nov 13, 2023 8:53 AM","(-) Expense","43.00","Transportation","Primary","metro"
"Nov 13, 2023 1:04 PM","(-) Expense","47.00","Food","Primary","idli"
"Nov 13, 2023 4:43 PM","(-) Expense","29.00","Food","Primary","filter coffee"
"Nov 13, 2023 7:09 PM","(-) Expense","34.00","Transportation","Primary","metro"
"Nov 14, 2023 7:00 AM","(-) Expense","223.00","Sport","Primary","badminton court"
"Nov 14, 2023 8:23 AM","(-) Expense","11.50","Food","Primary","tea"
"Nov 14, 2023 8:53 AM","(-) Expense","55.00","Transportation","Metro","metro"
"Nov 14, 2023 1:04 PM","(-) Expense","91.00","Food","Primary","office cafeteria"
"Nov 15, 2023 8:51 AM","(-) Expense","25.00","Transportation","Primary","bus"
"Nov 15, 2023 1:05 PM","(-) Expense","125.00","Food","Primary","office cafeteria"
"Nov 15, 2023 4:37 PM","(-) Expense","11.00","Food","Primary","tea"
"Nov 15, 2023 7:11 PM","(-) Expense","23.00","Transportation","Primary","bus"
"Nov 15, 2023 8:03 PM","(*) Transfer","7177.00","-","Primary->Credit","credit card payment"
"Nov 16, 2023 7:01 AM","(-) Expense","114.00","Sport","Primary","swimming"
"Nov 16, 2023 8:22 AM","(-) Expense","11.00","Food","Primary","tea"
"Nov 16, 2023 8:48 AM","(-) Expense","32.00","Transportation","Primary","bus"
"Nov 16, 2023 1:06 PM","(-) Expense","121.00","Food","Primary","office cafeteria"
"Nov 16, 2023 9:00 PM","(-) Expense","310.00","Food","Primary","weekend brunch"
"Nov 17, 2023 8:20 AM","(-) Expense","11.00","Food","Cash","cutting chai"
"Nov 17, 2023 8:51 AM","(-) Expense","46.00","Transportation","Primary","metro"
"Nov 17, 2023 1:08 PM","(-) Expense","98.00","Food","Primary","lunch"
"Nov 17, 2023 7:12 PM","(-) Expense","47.00","Transportation","Primary","metro"
"Nov 18, 2023 8:19 AM","(-) Expense","31.00","Food","Primary","filter coffee"
"Nov 18, 2023 1:08 PM","(-) Expense","207.50","Food","Primary","dinner"
"Nov 18, 2023 4:38 PM","(-) Expense","13.00","Food","Cash","biscuit"
"Nov 18, 2023 8:07 PM","(-) Expense","2854.00","Social","Primary","wedding gift"
"Nov 19, 2023 8:20 AM","(-) Expense","14.00","Food","Primary","tea"
"Nov 19, 2023 11:10 AM","(-) Expense","356.00","Ration","Primary","rice and dal"
"Nov 19, 2023 11:27 AM","(-) Expense","95.00","Ration","Primary","eggs pack"
"Nov 19, 2023 11:38 AM","(-) Expense","62.50","Ration","Primary","bread and butter"
"Nov 19, 2023 1:07 PM","(-) Expense","187.00","Food","Primary","dinner"
